name,address,freebikes,slots,latitude,longitude,ll,review_count,Bar,Restaurant,POI,avg_bar_rating,avg_poi_rating,avg_restaurant_rating
Montrose Harbor,,4,31,41.963982,-87.638181,"41.964,-87.6382",1271.0,1,6,22,5.0,4.413333333333333,4.033333333333333
Woodlawn Ave & 55th St,,5,31,41.795264,-87.596471,"41.7953,-87.5965",11736.0,14,49,26,3.7,3.94,3.788775510204082
Wolcott Ave & Fargo Ave,,2,31,42.016977,-87.677725,"42.017,-87.6777",6113.0,12,53,17,4.428571428571429,3.6625,3.9478260869565216
Conservatory Dr & Lake St,,1,31,41.885502,-87.716866,"41.8855,-87.7169",1098.0,2,19,10,5.0,3.7,2.25
Albany Ave & Bloomingdale Ave,,3,31,41.91402671273,-87.705126462,"41.914,-87.7051",13772.0,31,51,14,4.256,4.359999999999999,4.180851063829787
Spaulding Ave & Division St,,5,31,41.90270659438,-87.709219571,"41.9027,-87.7092",3073.0,7,42,8,4.25,4.416666666666667,3.7975000000000003
Paulina St & Howard St,,0,31,42.019159,-87.673573,"42.0192,-87.6736",4978.0,9,45,22,4.142857142857143,3.772727272727273,3.5616279069767445
Ridge Blvd & Howard St,,2,31,42.019276,-87.68452,"42.0193,-87.6845",5498.0,10,50,14,4.0,3.85,3.6956521739130435
Clark St & Jarvis Ave,,4,31,42.015963,-87.675005,"42.016,-87.675",7052.0,14,50,23,4.4375,3.64375,4.057777777777778
Broadway & Thorndale Ave,,3,31,41.98974251144,-87.6601406209,"41.9897,-87.6601",16199.0,17,58,19,3.9633333333333334,3.8125,4.159090909090909
Aberdeen St & Randolph St,,1,31,41.884114,-87.654264,"41.8841,-87.6543",53245.0,48,66,14,4.027380952380953,3.9958333333333336,4.099242424242425
Orleans St & Chestnut St (NEXT Apts),,10,31,41.898203,-87.637536,"41.8982,-87.6375",58651.0,49,62,6,3.981521739130435,4.075,4.14758064516129
LaSalle Dr & Huron St,,5,31,41.894877,-87.632326,"41.8949,-87.6323",71340.0,52,70,5,4.146153846153846,4.2,4.1328571428571435
Delano Ct & Roosevelt Rd,,5,31,41.867491,-87.63219,"41.8675,-87.6322",28676.0,22,57,14,3.892105263157895,4.04,3.942857142857143
Dearborn St & Van Buren St,,1,31,41.876268,-87.629155,"41.8763,-87.6292",43173.0,37,66,6,3.794594594594595,4.26,3.981060606060606
Warren Park West,,5,31,42.001785,-87.688829,"42.0018,-87.6888",7967.0,7,51,10,4.0,4.25,3.8655555555555554
Sheridan Rd & Loyola Ave,,4,31,42.00104377979,-87.6611982433,"42.001,-87.6612",10605.0,20,54,16,3.6789473684210527,3.644444444444444,3.9923076923076923
Western Ave & Granville Ave,,4,31,41.99416136902,-87.689438282,"41.9942,-87.6894",9069.0,11,57,8,4.04,4.233333333333333,3.767
Clark St & Schreiber Ave,,7,31,41.99925182186,-87.6713773393,"41.9993,-87.6714",10809.0,18,52,10,3.960714285714286,3.65,4.180434782608696
Broadway & Granville Ave,,6,31,41.9947796884,-87.6602845349,"41.9948,-87.6603",11415.0,21,52,20,3.728947368421052,3.65625,4.07
Maplewood Ave & Peterson Ave,,4,31,41.99023602867,-87.6933696402,"41.9902,-87.6934",10713.0,12,56,9,4.0285714285714285,3.8625,3.938
2112 W Peterson Ave,,2,31,41.991178,-87.683593,"41.9912,-87.6836",7924.0,10,55,7,3.908333333333333,3.8000000000000003,3.8183673469387753
MLK Jr Dr & Pershing Rd,,3,31,41.8246,-87.61678,"41.8246,-87.6168",3895.0,3,37,19,2.25,2.466666666666667,3.157142857142857
State St & 19th St,,3,31,41.856594,-87.627542,"41.8566,-87.6275",24534.0,22,53,20,3.8833333333333337,3.977272727272727,4.068367346938776
Theater on the Lake,,1,31,41.926277,-87.630834,"41.9263,-87.6308",23984.0,13,49,25,3.8958333333333335,4.086666666666667,4.12872340425532
Clark St & Elm St,,16,31,41.902973,-87.63128,"41.903,-87.6313",36427.0,47,63,11,3.9166666666666665,4.057142857142857,4.02258064516129
Rush St & Cedar St,,6,31,41.90230870122,-87.627690528,"41.9023,-87.6277",42423.0,49,62,13,3.8909090909090907,4.23125,4.013333333333334
May St & Cullerton St,,6,31,41.855136,-87.654127,"41.8551,-87.6541",13400.0,20,52,13,3.9,3.975,4.102173913043478
Clinton St & 18th St,,6,31,41.85795,-87.640826,"41.858,-87.6408",24308.0,12,53,20,3.88,3.9,4.089423076923077
Wood St & Augusta Blvd,,7,31,41.899181,-87.6722,"41.8992,-87.6722",22839.0,39,72,13,3.943055555555555,3.9499999999999997,4.130303030303031
Winthrop Ave & Lawrence Ave,,5,31,41.968812,-87.657659,"41.9688,-87.6577",21876.0,23,51,16,3.8923076923076922,3.6375,4.093999999999999
Wells St & Elm St,,18,31,41.903222,-87.634324,"41.9032,-87.6343",35291.0,49,62,9,3.925531914893617,3.9499999999999997,4.02
Damen Ave & Thomas St (Augusta Blvd),,15,31,41.901315,-87.677409,"41.9013,-87.6774",24376.0,42,71,11,3.9219512195121955,4.057142857142857,4.118840579710144
Ritchie Ct & Banks St,,14,31,41.906866,-87.626217,"41.9069,-87.6262",33480.0,38,56,11,3.7857142857142856,4.1,3.9953703703703702
LaSalle St & Illinois St,,1,31,41.890762,-87.631697,"41.8908,-87.6317",79280.0,44,68,5,4.113636363636363,4.25,4.153676470588235
Ogden Ave & Race Ave,,6,31,41.891795,-87.658751,"41.8918,-87.6588",49555.0,46,62,13,3.967567567567568,3.8666666666666663,4.116393442622951
Stave St & Armitage Ave,,1,31,41.917741,-87.691392,"41.9177,-87.6914",26950.0,40,60,17,4.15921052631579,4.069230769230769,4.193220338983051
Rhodes Ave & 71st St,,3,31,41.766,-87.611726,"41.766,-87.6117",1880.0,13,41,2,3.5,0.0,2.6538461538461537
Greenview Ave & Fullerton Ave,,2,31,41.92533,-87.6658,"41.9253,-87.6658",25491.0,26,53,15,3.915909090909091,4.083333333333333,4.003846153846154
Leavitt St & Chicago Ave,,12,31,41.895501,-87.682017,"41.8955,-87.682",20991.0,36,64,13,3.978787878787879,4.2,4.116935483870968
Jeffery Blvd & 71st St,,3,31,41.76663823695,-87.5764501141,"41.7666,-87.5765",1604.0,3,43,3,3.75,0.0,2.869047619047619
Wilton Ave & Diversey Pkwy*,,0,31,41.932418,-87.652705,"41.9324,-87.6527",35395.0,45,70,9,3.908536585365854,3.9416666666666664,4.0921875
South Shore Dr & 71st St,,3,31,41.7664094567,-87.5656875719,"41.7664,-87.5657",1192.0,2,30,6,1.5,2.1666666666666665,3.0172413793103448
Racine Ave & 18th St,,10,31,41.858166,-87.656495,"41.8582,-87.6565",14824.0,22,57,13,3.920588235294118,3.9625,4.143877551020409
Morgan St & 18th St,,6,31,41.858086,-87.651073,"41.8581,-87.6511",15015.0,19,52,14,3.841176470588235,3.8125,4.041489361702127
Honore St & Division St,,9,31,41.903119,-87.673935,"41.9031,-87.6739",25854.0,46,65,8,3.95,4.128571428571428,4.103125
Throop St & Taylor St,,5,31,41.868968,-87.659141,"41.869,-87.6591",14155.0,14,54,13,4.035,3.8499999999999996,3.906
McCormick Place,,0,31,41.8513751729,-87.6188346489,"41.8514,-87.6188",7630.0,19,39,21,3.5029411764705882,3.433333333333333,3.6069444444444443
Kimbark Ave & 53rd St,,19,31,41.799568,-87.594747,"41.7996,-87.5947",13527.0,15,49,23,3.6423076923076922,3.9187499999999997,3.6958333333333333
Sheridan Rd & Lawrence Ave,,10,31,41.969517,-87.654691,"41.9695,-87.6547",18844.0,17,49,19,3.7055555555555557,3.983333333333333,4.077083333333333
Wabash Ave & 9th St,,7,31,41.870769,-87.625734,"41.8708,-87.6257",30352.0,24,61,14,3.856521739130435,4.15625,3.9316666666666666
Sheffield Ave & Webster Ave,,11,31,41.92154,-87.653818,"41.9215,-87.6538",36938.0,37,66,15,3.791935483870968,3.9899999999999998,4.059523809523809
Stockton Dr & Wrightwood Ave,,9,31,41.93132,-87.638742,"41.9313,-87.6387",28807.0,30,62,15,3.939285714285714,4.225,4.19344262295082
Ellis Ave & 58th St,,1,31,41.788746,-87.601334,"41.7887,-87.6013",5119.0,7,42,26,3.25,4.138461538461538,3.8205128205128207
DuSable Lake Shore Dr & Diversey Pkwy,,11,31,41.932588,-87.636427,"41.9326,-87.6364",29470.0,20,59,14,3.85,4.25,4.166379310344828
Indiana Ave & 40th St,,2,31,41.82168,-87.6216,"41.8217,-87.6216",2460.0,1,23,14,1.0,1.275,2.5
MLK Jr Dr & 47th St,,5,31,41.809851,-87.616279,"41.8099,-87.6163",2990.0,6,49,12,2.8875,3.8166666666666664,3.2945652173913045
Western Ave & 21st St,,3,31,41.854109,-87.685838,"41.8541,-87.6858",3721.0,9,53,3,4.11,4.0,3.7306122448979595
Paulina St & 18th St,,1,31,41.857901,-87.668745,"41.8579,-87.6687",11382.0,18,59,14,4.042307692307692,4.45,4.129
Prairie Ave & Garfield Blvd,,3,31,41.794853,-87.618691,"41.7949,-87.6187",572.0,4,30,12,4.0,3.30625,2.375
Emerald Ave & 28th St,,6,31,41.84358,-87.645368,"41.8436,-87.6454",11931.0,9,49,14,4.01,4.13,3.971111111111111
Halsted St & Archer Ave,,4,31,41.847203,-87.646795,"41.8472,-87.6468",12976.0,11,44,14,4.042857142857143,3.95,4.04047619047619
Normal Ave & Archer Ave,,2,31,41.849527,-87.640591,"41.8495,-87.6406",24961.0,13,52,19,3.861111111111111,3.7583333333333333,4.09375
DuSable Lake Shore Dr & Monroe St,,16,31,41.880958,-87.616743,"41.881,-87.6167",37094.0,32,46,22,3.8306451612903225,4.144444444444444,4.013333333333334
Canal St & Jackson Blvd,,1,31,41.877245,-87.639366,"41.8772,-87.6394",47517.0,51,69,11,3.788235294117647,3.8642857142857143,3.998484848484848
Wabash Ave & 16th St,,16,31,41.860384,-87.625813,"41.8604,-87.6258",23049.0,19,57,22,3.9441176470588233,4.1,4.055660377358491
South Chicago Ave & Elliot Ave,,3,31,41.747363,-87.580046,"41.7474,-87.58",760.0,2,24,4,4.5,0.6666666666666666,3.2083333333333335
Lincolnwood Dr & Central St,,7,31,42.064854,-87.715297,"42.0649,-87.7153",1773.0,1,14,14,,3.75,2.832142857142857
Dodge Ave & Mulford St,,8,31,42.023463,-87.699595,"42.0235,-87.6996",1973.0,3,24,12,3.6666666666666665,3.5,2.9791666666666665
Evanston Civic Center,,3,31,42.057044,-87.686554,"42.057,-87.6866",8541.0,11,47,20,3.6,3.7,3.853191489361702
Sheridan Rd & Columbia Ave,,8,31,42.004583,-87.661406,"42.0046,-87.6614",7946.0,12,49,15,4.016666666666667,3.857142857142857,3.9695652173913043
Central Ave & Madison St,,0,31,41.880121,-87.763238,"41.8801,-87.7632",811.0,4,41,9,4.333333333333333,1.3,2.4743589743589745
Laramie Ave & Gladys Ave,,3,31,41.875806,-87.755285,"41.8758,-87.7553",663.0,2,35,6,5.0,2.825,2.014705882352941
Laramie Ave & Madison St,,3,31,41.880207,-87.755337,"41.8802,-87.7553",684.0,2,41,9,5.0,0.6666666666666666,2.15
Central Ave & Harrison St,,3,31,41.872993,-87.764499,"41.873,-87.7645",1185.0,5,43,4,4.5,2.75,2.7674418604651163
Damen Ave & Pershing Rd,,0,31,41.823192,-87.676597,"41.8232,-87.6766",1108.0,8,42,3,2.5714285714285716,2.25,2.475
Ashland Ave & Pershing Rd,,0,31,41.823465,-87.665577,"41.8235,-87.6656",1763.0,4,34,2,3.125,2.5,2.742424242424242
Austin Blvd & Madison St,,7,31,41.880281,-87.774453,"41.8803,-87.7745",2301.0,4,34,9,4.2625,2.8333333333333335,2.9242424242424243
Kostner Ave & Adams St,,3,31,41.877917,-87.735737,"41.8779,-87.7357",165.0,3,32,5,4.25,0.0,1.8166666666666667
Morgan St & Pershing Rd,,1,31,41.823613,-87.650931,"41.8236,-87.6509",2727.0,8,32,13,4.083333333333333,3.011111111111111,3.1451612903225805
Marshfield Ave & 44th St,,2,31,41.813996,-87.666589,"41.814,-87.6666",723.0,4,45,1,2.125,0.0,2.89
Clinton St & Tilden St,,4,31,41.875885,-87.640795,"41.8759,-87.6408",48153.0,43,64,14,3.830487804878049,4.2700000000000005,4.02741935483871
Elmwood Ave & Austin St,,9,31,42.025784,-87.684107,"42.0258,-87.6841",7728.0,9,41,20,4.05,4.666666666666667,3.7439024390243905
Blackstone Ave & Hyde Park Blvd,,6,31,41.802562,-87.590368,"41.8026,-87.5904",10871.0,14,50,21,3.658333333333333,4.141666666666667,3.826
Ogden Ave & Congress Pkwy,,8,31,41.87501,-87.67328,"41.875,-87.6733",9639.0,12,47,12,3.888888888888889,4.166666666666667,3.897727272727273
California Ave & Milwaukee Ave,,2,31,41.922695,-87.697153,"41.9227,-87.6972",28224.0,42,56,15,4.1154761904761905,4.053846153846154,4.154464285714286
Rush St & Hubbard St,,2,31,41.890173,-87.626185,"41.8902,-87.6262",76126.0,42,65,8,4.178571428571429,4.3625,4.149230769230769
Clark St & North Ave,,7,31,41.911974,-87.631942,"41.912,-87.6319",25813.0,39,54,16,3.769444444444444,4.204545454545454,3.9153846153846152
Damen Ave & Chicago Ave,,6,31,41.895769,-87.67722,"41.8958,-87.6772",20518.0,39,71,10,3.938888888888889,4.2,4.074242424242424
Blue Island Ave & 18th St,,10,31,41.857556,-87.661535,"41.8576,-87.6615",13662.0,21,58,13,3.8705882352941177,4.0600000000000005,4.037
Canal St & Taylor St,,8,31,41.870257,-87.639474,"41.8703,-87.6395",22619.0,24,62,11,3.6714285714285713,4.25,3.9065573770491806
Calumet Ave & 51st St,,5,31,41.80229465088,-87.6180535802,"41.8023,-87.6181",2069.0,6,46,15,3.8875,3.29,2.99
Dorchester Ave & 49th St,,3,31,41.805772,-87.592464,"41.8058,-87.5925",10400.0,11,50,22,3.7277777777777774,4.069999999999999,3.7448979591836733
Cornell Ave & Hyde Park Blvd,,4,31,41.802406,-87.586924,"41.8024,-87.5869",10850.0,13,53,20,3.7545454545454544,4.2214285714285715,3.8084905660377357
Prairie Ave & 43rd St,,3,31,41.81665889302,-87.6194124619,"41.8167,-87.6194",4043.0,3,44,12,1.775,2.6999999999999997,2.8702380952380953
Halsted St & 47th Pl,,2,31,41.80813391481,-87.6456165545,"41.8081,-87.6456",223.0,5,15,6,3.0,5.0,3.3076923076923075
Princeton Ave & 47th St,,3,31,41.80931770924,-87.633449288,"41.8093,-87.6334",701.0,1,31,7,4.0,3.3333333333333335,2.65
Woodlawn Ave & Lake Park Ave,,1,31,41.81409271048,-87.5970051479,"41.8141,-87.597",2177.0,2,29,18,4.0,3.9,2.6724137931034484
California Ave & Fletcher St,,4,31,41.93842879148,-87.698007756,"41.9384,-87.698",19653.0,25,46,15,4.182608695652174,3.9749999999999996,4.184444444444445
Ellis Ave & 53rd St,,8,31,41.79933626261,-87.6009581145,"41.7993,-87.601",9436.0,6,49,29,3.658333333333333,3.8777777777777778,3.75531914893617
Lake Park Ave & 53rd St,,6,31,41.79949429373,-87.5864498959,"41.7995,-87.5864",12483.0,11,52,19,3.6999999999999997,4.25625,3.785576923076923
Kosciuszko Park,,1,31,41.93058537138,-87.7237773635,"41.9306,-87.7238",7983.0,20,52,10,3.996666666666667,3.966666666666667,4.171875
Southport Ave & Irving Park Rd,,3,31,41.954177,-87.664358,"41.9542,-87.6644",17055.0,41,62,19,3.8923076923076927,4.0625,4.045762711864406
Lakeview Ave & Fullerton Pkwy,,8,31,41.925858,-87.638973,"41.9259,-87.639",33524.0,30,65,16,3.9444444444444446,4.218181818181818,4.133870967741935
Leavitt St & Lawrence Ave,,0,31,41.968885,-87.684001,"41.9689,-87.684",19474.0,27,60,10,3.8238095238095235,3.7700000000000005,4.133620689655173
Damen Ave & Charleston St,,7,31,41.920082,-87.677855,"41.9201,-87.6779",18627.0,34,53,15,4.005,4.18,4.1301886792452835
Damen Ave & Sunnyside Ave,,2,31,41.96325,-87.679258,"41.9632,-87.6793",20981.0,30,63,8,3.9130434782608696,3.62,4.063934426229508
Elston Ave & Wabansia Ave,,9,31,41.912919,-87.664169,"41.9129,-87.6642",33456.0,35,55,12,3.993333333333333,4.36,4.139423076923077
Ravenswood Ave & Berteau Ave,,2,31,41.957921,-87.673567,"41.9579,-87.6736",20083.0,38,64,10,4.0046875,3.41,4.129166666666666
Shedd Aquarium,,1,31,41.86722595682,-87.6153553902,"41.8672,-87.6154",28051.0,11,45,24,3.85,4.345833333333333,3.8545454545454545
Ashland Ave & Archer Ave,,0,31,41.83920868403,-87.6656098589,"41.8392,-87.6656",2695.0,6,41,16,3.96,3.2857142857142856,3.0789473684210527
Wood St & 35th St,,2,31,41.83010465416,-87.6702983089,"41.8301,-87.6703",1447.0,3,36,4,4.166666666666667,1.5,2.772727272727273
Loomis St & Archer Ave,,6,31,41.84163253965,-87.6574349533,"41.8416,-87.6574",7147.0,9,46,15,4.0375,4.1625,3.8544444444444443
Larrabee St & Oak St,,6,31,41.90021949323,-87.6429854676,"41.9002,-87.643",29172.0,38,56,12,4.01551724137931,3.6375,4.120588235294118
Western Ave & Monroe St,,5,31,41.8797877089,-87.686112808,"41.8798,-87.6861",1449.0,4,41,16,3.55,3.466666666666667,3.0960526315789476
Western Ave & Congress Pkwy,,4,31,41.87474885079,-87.6864452757,"41.8747,-87.6864",2146.0,7,44,12,3.55,3.5,3.1940476190476192
Halsted St & 51st St,,10,31,41.80183164049,-87.645213904,"41.8018,-87.6452",143.0,3,15,4,2.5,2.0,3.2857142857142856
Princeton Ave & Garfield Blvd,,4,31,41.794982,-87.633124,"41.795,-87.6331",347.0,2,28,6,4.0,0.0,1.9074074074074074
Halsted St & 56th St,,2,31,41.79292964599,-87.6449900565,"41.7929,-87.645",98.0,6,13,11,2.5,1.0,2.2916666666666665
Halsted St & 63rd St,,8,31,41.77938114228,-87.6446208145,"41.7794,-87.6446",164.0,6,24,7,2.5,0.0,2.130434782608696
Phillips Ave & 79th St,,3,31,41.75182,-87.565211,"41.7518,-87.5652",362.0,3,26,4,4.5,0.0,2.0961538461538463
Bennett Ave & 79th St,,3,31,41.751785,-87.578496,"41.7518,-87.5785",759.0,3,30,7,4.5,0.5,2.7333333333333334
Sheridan Rd & Noyes St (NU),,2,31,42.058239,-87.677432,"42.0582,-87.6774",5181.0,6,44,23,3.0,3.611111111111111,3.369047619047619
State St & 79th St,,4,31,41.750794,-87.624424,"41.7508,-87.6244",2339.0,6,41,5,3.375,0.5,2.524390243902439
State St & 76th St,,5,31,41.756971,-87.624621,"41.757,-87.6246",2287.0,5,46,4,3.0,0.5,2.7111111111111112
Vernon Ave & 75th St,,6,31,41.758361,-87.614138,"41.7584,-87.6141",2148.0,17,48,3,3.5888888888888886,3.1,2.765909090909091
Evans Ave & 75th St,,5,31,41.75849,-87.60641,"41.7585,-87.6064",1413.0,17,39,7,3.41,1.775,2.608108108108108
Stony Island Ave & South Chicago Ave,,7,31,41.751173,-87.585337,"41.7512,-87.5853",744.0,3,29,10,4.5,1.0,2.8275862068965516
Greenwood Ave & 79th St,,4,31,41.751294,-87.597552,"41.7513,-87.5976",1186.0,11,34,6,3.0999999999999996,1.3333333333333333,2.908823529411765
Cottage Grove Ave & 78th St,,3,31,41.753174,-87.605026,"41.7532,-87.605",962.0,16,40,6,3.177777777777778,2.3666666666666667,2.5921052631578947
Vernon Ave & 79th St,,8,31,41.75094,-87.61379,"41.7509,-87.6138",2835.0,14,47,1,3.2055555555555557,1.0,2.6255555555555556
Dayton St & North Ave,,6,31,41.9105780349,-87.6494219288,"41.9106,-87.6494",26078.0,29,52,17,3.84375,3.7416666666666667,3.99
Wood St & Milwaukee Ave,,13,31,41.907655,-87.672552,"41.9077,-87.6726",33954.0,40,66,11,3.9075,4.05,4.074242424242424
Logan Blvd & Elston Ave,,13,31,41.929465,-87.684158,"41.9295,-87.6842",9504.0,19,47,21,4.290625,3.9200000000000004,3.885869565217391
Clinton St & Lake St,,3,31,41.885637,-87.641823,"41.8856,-87.6418",61362.0,57,65,5,3.914035087719298,4.01,4.108461538461539
Sheffield Ave & Fullerton Ave,,7,31,41.9256018819,-87.6537080423,"41.9256,-87.6537",40666.0,39,69,9,3.8916666666666666,3.9875,4.077692307692308
Greenwood Ave & 47th St,,1,31,41.809835,-87.599383,"41.8098,-87.5994",3307.0,3,39,14,3.8333333333333335,4.0,2.9324324324324325
Ashland Ave & Wellington Ave,,3,31,41.936083,-87.669807,"41.9361,-87.6698",20375.0,37,56,12,4.075,4.01875,4.166037735849057
Clarendon Ave & Leland Ave,,2,31,41.967968,-87.650001,"41.968,-87.65",18451.0,14,48,18,3.7055555555555557,4.15625,4.142553191489362
Broadway & Sheridan Rd,,10,31,41.952833,-87.649993,"41.9528,-87.65",19706.0,47,70,10,3.769148936170213,4.13,3.907857142857143
Lincoln Ave & Waveland Ave,,8,31,41.948797,-87.675278,"41.9488,-87.6753",18924.0,51,59,14,3.954081632653061,3.6333333333333333,4.093103448275862
Pine Grove Ave & Irving Park Rd,,13,31,41.954383,-87.648043,"41.9544,-87.648",15234.0,32,59,19,3.7285714285714286,4.168181818181818,3.9788135593220337
Chicago Ave & Sheridan Rd,,1,31,42.050491,-87.677821,"42.0505,-87.6778",14179.0,14,53,20,3.8000000000000003,3.95625,4.025
Central St & Girard Ave,,5,31,42.064313,-87.686152,"42.0643,-87.6862",2113.0,3,24,23,4.0,2.567857142857143,3.4782608695652173
Central Park Ave & North Ave,,6,31,41.90965687563,-87.7166319516,"41.9097,-87.7166",5185.0,14,48,7,4.181818181818182,4.3,3.997777777777778
Troy St & North Ave,,14,31,41.90976930169,-87.7052804871,"41.9098,-87.7053",9737.0,24,48,12,4.3275,4.3,4.181818181818182
Humboldt Blvd & Armitage Ave,,6,31,41.91751339399,-87.7018089555,"41.9175,-87.7018",22909.0,42,55,11,4.217073170731707,4.057142857142857,4.222222222222222
Campbell Ave & Fullerton Ave,,10,31,41.92463247165,-87.6893070063,"41.9246,-87.6893",24366.0,37,57,14,4.1194444444444445,3.961111111111111,4.147368421052632
Winchester Ave & Elston Ave,,4,31,41.92409085038,-87.6764600747,"41.9241,-87.6765",22388.0,31,53,19,4.1080000000000005,4.115,4.133962264150943
California Ave & Altgeld St,,4,31,41.92669,-87.697668,"41.9267,-87.6977",26105.0,36,51,12,4.109999999999999,4.135,4.149
Central Park Ave & Elbridge Ave,,8,31,41.93533728263,-87.7168892935,"41.9353,-87.7169",14522.0,27,52,11,3.95,3.8666666666666667,4.10531914893617
Richmond St & Diversey Ave,,9,31,41.93190196886,-87.7011951301,"41.9319,-87.7012",26227.0,36,52,16,4.145588235294118,4.09,4.203921568627451
Kildare Ave & Montrose Ave,,2,31,41.96108,-87.73569,"41.9611,-87.7357",7760.0,16,50,7,3.9899999999999998,5.0,4.218085106382978
Malcolm X College,,1,31,41.877618,-87.673895,"41.8776,-87.6739",10156.0,13,50,15,3.71,4.2,3.9585106382978728
St. Louis Ave & Balmoral Ave,,7,31,41.98039423475,-87.7161149615,"41.9804,-87.7161",4448.0,2,38,7,4.5,4.5,3.388888888888889
Budlong Woods Library,,2,31,41.98366470886,-87.6964225611,"41.9837,-87.6964",6952.0,8,51,7,3.814285714285714,3.8899999999999997,3.5918367346938775
Orleans St & Hubbard St,,1,31,41.890028,-87.636618,"41.89,-87.6366",94255.0,50,68,7,4.1610000000000005,4.178571428571429,4.189705882352941
Marine Dr & Ainslie St,,9,31,41.9716,-87.650154,"41.9716,-87.6502",18550.0,12,48,20,3.76875,4.1625,4.127659574468085
Damen Ave & Foster Ave,,3,31,41.97561480459,-87.6794590387,"41.9756,-87.6795",24758.0,25,58,13,3.9285714285714284,4.279999999999999,4.045454545454546
Western Ave & Lunt Ave,,14,31,42.0085943972,-87.6904922389,"42.0086,-87.6905",1535.0,7,36,9,3.6666666666666665,3.0,2.985294117647059
Ridge Blvd & Touhy Ave,,1,31,42.01213227742,-87.6829126443,"42.0121,-87.6829",6538.0,12,56,15,4.0,3.975,3.932
Broadway & Ridge Ave,,1,31,41.9840446107,-87.6602738295,"41.984,-87.6603",26178.0,25,56,15,4.0175,3.9,4.099090909090909
Clark St & Bryn Mawr Ave,,10,31,41.983593,-87.669154,"41.9836,-87.6692",24995.0,29,60,11,3.9,3.766666666666667,3.9822033898305085
